"","Orbitrap_HeLaCE_SGF_Fraction1","Orbitrap_HeLaCE_SGF_Fraction2","Orbitrap_HeLaCE_SGF_Fraction3","Orbitrap_HeLaCE_SGF_Fraction4","Orbitrap_HeLaCE_SGF_Fraction5","Orbitrap_HeLaCE_SGF_Fraction6","Orbitrap_HeLaCE_SGF_Fraction7-2","Orbitrap_HeLaCE_SGF_Fraction8","Orbitrap_HeLaCE_SGF_Fraction9","Orbitrap_HeLaCE_SGF_Fraction10","Orbitrap_HeLaCE_SGF_Fraction11","Orbitrap_HeLaCE_SGF_Fraction12","Orbitrap_HeLaCE_SGF_Fraction13","Orbitrap_HeLaCE_SGF_Fraction14"
"Q15155",0,0,0,0,0,0,0,5,11,13,6,2,1,0
"O14983",0,0,7,6,11,28,13,25,19,22,7,0,0,0
"Q659C4",0,0,0,0,0,0,0,0,0,7,10,7,5,0
"Q32P51",0,0,22,89,98,93,60,43,50,17,17,16,15,10
"Q58FF8",0,0,23,5,9,12,12,10,10,14,15,10,12,8
"Q58FF7",0,9,22,21,15,25,17,22,24,22,15,0,0,15
"Q8NHW5",0,0,0,0,0,0,15,53,33,31,30,45,34,20
"Q14568",0,0,0,0,0,0,3,0,0,0,0,0,0,0
"Q04912",0,0,0,2,0,0,0,0,0,0,0,0,0,0
"P60709",0,5,70,62,73,76,72,76,92,73,48,55,46,79
"Q96L14",0,0,0,0,0,0,0,0,3,0,0,0,0,0
"A8MYJ9",0,0,0,7,6,6,0,0,0,3,0,0,0,0
"O60812",0,0,0,5,9,12,10,12,19,33,43,35,30,17
"Q9UK32",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"A6NK07",0,0,0,8,41,51,22,14,4,15,18,20,13,8
"Q9NQ39",0,0,0,0,0,0,0,0,0,10,18,19,26,28
"P42025",0,0,77,14,11,4,0,0,0,0,0,0,0,0
"Q96L21",0,0,0,0,0,0,4,12,9,10,8,11,8,5
"Q9P2W9",0,0,0,0,3,0,0,0,0,0,0,0,0,0
"P47985",0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Q9Y4E1",0,10,0,0,0,0,0,0,0,0,0,0,0,0
"P08708",0,0,0,0,27,4,8,0,6,20,4,22,7,14
"P33778",0,2,9,0,10,0,13,0,4,6,0,0,0,0
"Q8TAA3",0,0,55,54,7,0,4,0,7,5,1,0,0,0
"P62987",0,0,14,12,17,14,17,15,16,19,23,18,21,18
"P04908",0,7,8,2,5,6,19,9,15,0,0,0,0,0
"P83916",0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Q9Y4J8",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"P19105",0,37,23,14,13,0,6,0,9,0,0,0,0,0
"P31946",0,21,7,9,14,15,8,7,0,9,2,0,0,0
"P62258",0,0,9,4,0,0,0,0,0,0,0,0,0,0
"Q04917",0,4,0,0,0,0,0,0,0,0,0,0,0,0
"P31947",0,4,0,0,0,0,0,0,0,0,0,0,0,0
"P27348",0,0,0,8,0,0,4,0,0,0,0,0,0,0
"P63104",0,3,7,10,17,16,10,10,11,7,6,0,0,0
"P30153",0,0,7,0,0,3,11,0,0,0,0,0,0,0
"P21589",0,0,0,0,0,0,0,5,7,0,0,0,0,0
"Q8IZ83",0,0,26,16,47,10,3,0,0,0,0,0,0,0
"Q15758",0,12,13,17,19,17,17,11,9,0,0,0,0,0
"P00505",0,4,0,12,6,12,15,6,15,0,0,0,0,0
"P28288",0,0,0,0,0,0,0,2,10,8,0,0,0,0
"P61221",0,0,0,0,0,0,0,6,0,0,0,0,0,0
"Q9NUJ1",0,0,0,9,3,7,4,4,4,1,0,0,0,0
"P53396",0,0,134,23,5,0,7,0,1,14,5,0,0,0
"O14734",0,0,0,5,7,7,4,0,0,0,0,0,0,0
"P13798",0,6,4,0,0,0,0,0,0,0,0,0,0,0
"O95573",0,0,9,0,10,6,10,8,0,0,0,0,0,0
"O43707",0,0,0,2,0,0,0,0,0,0,0,0,0,0
"P61163",0,0,69,24,20,15,17,7,9,0,0,0,0,0
"Q13443",0,17,0,0,0,0,0,0,0,0,0,0,0,0
"Q96D53",0,0,0,12,0,0,0,0,0,0,0,0,0,0
"P11766",0,0,0,0,0,0,0,0,3,0,0,0,0,0
"Q9BRR6",0,0,0,0,0,0,3,0,0,0,0,0,0,0
"P12235",0,0,0,0,0,2,6,3,17,0,0,0,0,0
"P05141",0,0,3,0,4,3,0,0,5,6,6,4,5,3
"P12236",0,0,0,2,0,11,5,18,12,4,3,6,1,0
"O00468",0,0,0,0,0,4,0,0,0,0,0,0,0,0
"Q09666",0,79,71,206,92,137,48,49,51,80,98,42,45,9
"O95433",0,0,0,0,0,0,0,2,0,0,0,0,0,0
"O95831",0,0,11,0,0,0,0,0,0,4,0,0,0,0
"O43823",0,8,0,0,0,0,0,0,0,0,0,0,0,0
"P30837",0,0,8,0,0,0,15,5,6,0,0,0,0,0
"P49419",0,0,0,2,0,0,0,0,0,0,0,0,0,0
"P09972",0,0,14,17,8,11,9,7,9,7,5,0,0,0
"P28838",0,0,0,0,5,6,0,6,0,0,0,0,0,0
"Q92688",0,0,0,0,0,4,0,0,0,5,2,0,0,0
"Q9BTT0",0,1,0,2,0,0,0,0,0,0,0,0,0,0
"O14744",0,0,1,16,12,3,0,0,0,0,0,0,0,0
"Q4KMQ2",0,0,0,0,0,4,0,4,0,0,0,0,0,0
"P16066",0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Q53LP3",0,0,0,3,5,4,2,0,0,0,0,0,0,0
"P04083",0,8,3,0,17,21,17,9,20,10,3,1,0,0
"P12429",0,0,0,0,6,3,6,3,4,4,0,0,0,0
"P08758",0,0,0,0,6,1,15,5,5,0,0,0,0,0
"P08133",0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Q10567",0,0,0,0,0,3,0,0,6,4,7,1,0,0
"Q9BXS5",0,0,0,0,0,0,3,0,0,0,0,0,0,0
"P61966",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"O95782",0,0,2,3,5,3,13,3,0,0,0,0,0,0
"Q96CW1",0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Q9Y2T2",0,0,1,1,0,0,0,0,0,0,0,0,0,0
"P27695",0,0,13,3,8,0,6,0,0,0,0,0,0,0
"Q9HDC9",0,0,3,0,5,8,0,4,0,0,0,0,0,0
"P84077",0,0,0,4,2,4,0,0,0,2,0,0,0,0
"Q9NZ32",0,0,9,0,3,0,0,0,0,0,0,0,0,0
"O43681",0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Q12797",0,0,20,23,32,21,22,16,19,19,22,9,2,3
"P05023",0,0,33,41,53,52,33,38,35,23,9,0,0,0
"P05026",0,0,0,2,0,0,0,0,0,0,0,0,0,0
"P16615",0,0,1,9,18,36,19,35,28,27,6,4,0,0
"P20020",0,0,7,0,9,0,7,4,0,0,1,0,0,0
"P23634",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"P24539",0,0,0,13,18,15,0,23,9,6,0,0,0,0
"Q9NVI7",0,0,0,0,8,8,0,0,4,2,0,0,0,0
"Q7Z3C6",0,0,0,0,1,8,1,0,0,0,0,0,0,0
"Q6DD88",0,0,6,4,10,14,3,11,6,2,0,0,0,0
"O75947",0,17,45,52,93,92,72,29,14,10,0,4,0,0
"O75964",0,0,0,2,6,17,3,8,5,1,0,0,0,0
"P25705",0,20,166,134,297,240,178,164,107,65,39,25,17,23
"P06576",3,11,191,296,383,455,437,336,205,115,51,23,18,17
"P30049",0,0,0,1,4,3,0,0,0,0,0,0,0,0
"P36542",0,0,12,5,3,9,6,0,0,0,0,0,0,0
"P56134",0,0,0,7,14,22,36,17,16,0,0,0,0,0
"P48047",0,0,16,33,46,58,96,34,12,8,0,0,0,0
"Q99700",0,0,0,0,0,0,0,0,0,0,9,6,5,0
"Q9Y679",0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Q9NQS1",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"P04920",0,4,3,10,10,11,2,0,0,0,0,0,0,0
"P15291",0,0,0,0,1,0,1,0,0,0,0,0,0,0
"Q99933",0,0,3,1,0,0,0,0,0,0,0,0,0,0
"O95816",0,0,6,16,17,10,2,5,2,6,5,5,3,0
"O95817",0,18,6,11,3,4,0,0,0,0,0,0,0,0
"P35613",0,0,15,18,29,30,31,21,20,4,7,4,4,0
"P80723",8,15,8,22,27,26,14,11,19,10,6,6,6,3
"Q9P287",0,0,0,0,2,0,4,0,0,0,0,0,0,0
"P08236",0,0,0,5,0,0,0,0,0,0,0,0,0,0
"Q9UHR4",0,0,0,0,0,0,0,5,1,0,0,0,0,0
"Q9Y6D5",0,0,1,2,0,0,0,0,0,0,0,0,0,0
"Q96K17",0,2,0,2,0,0,0,0,0,0,0,0,0,0
"P20290",0,2,23,25,26,29,7,10,12,7,0,0,0,0
"O43684",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Q13895",0,0,0,0,0,8,0,0,0,0,0,0,0,0
"Q9Y6E2",0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Q99622",0,4,0,0,0,0,2,0,0,0,0,0,0,0
"Q07021",0,63,15,33,43,37,20,19,25,7,11,3,5,0
"Q6UB35",0,0,0,0,0,0,4,18,13,14,21,26,18,0
"Q7Z422",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"P27797",0,0,9,43,50,57,33,39,36,25,24,0,0,0
"O43852",0,0,2,7,11,8,0,0,0,0,0,0,0,0
"Q86VP6",0,0,0,11,0,0,0,0,0,0,0,0,0,0
"Q14444",0,0,12,16,13,27,11,19,25,35,58,67,68,37
"P04040",0,0,7,11,3,4,0,0,4,4,0,0,0,0
"P07339",0,0,4,6,10,6,22,8,12,6,0,0,0,0
"Q03135",0,0,0,0,0,0,0,0,10,9,0,0,0,0
"P52907",0,4,9,5,4,0,0,0,0,0,0,0,0,0
"O75976",0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Q96CT7",0,0,0,0,0,0,0,27,12,11,8,8,5,5
"Q96A33",0,0,0,0,0,3,0,12,17,16,0,0,0,0
"Q4VC31",0,0,0,2,0,1,0,0,0,0,0,0,0,0
"Q9H6F5",0,5,0,0,0,0,0,0,0,0,0,0,0,0
"Q96F63",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"P20248",0,4,0,0,0,0,0,0,0,0,0,0,0,0
"P14635",0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Q8NC60",0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Q6YHK3",0,0,0,0,0,0,2,0,0,0,0,0,0,0
"P16070",0,0,12,11,12,14,19,11,13,13,12,6,7,0
"P48960",0,0,3,0,2,12,6,2,0,0,0,0,0,0
"Q16543",0,30,5,2,2,7,0,0,0,2,1,0,0,0
"Q99459",0,0,0,0,0,0,0,0,0,0,6,8,6,0
"Q9UKY7",0,13,0,0,0,0,0,0,0,0,0,0,0,0
"Q5VT06",0,0,0,0,0,3,0,0,0,0,0,0,0,0
"Q9BRJ6",0,0,0,0,0,0,5,13,6,9,10,12,12,0
"P61604",0,26,12,14,11,18,13,15,18,9,7,0,0,0
"P10809",16,165,556,169,201,220,121,165,149,125,66,52,30,14
"Q9UNE7",0,0,0,2,2,2,0,0,0,0,0,0,0,0
"Q9NZZ3",0,2,0,0,0,1,0,0,0,0,0,0,0,0
"Q99653",0,0,0,5,2,0,0,0,0,0,0,0,0,0
"A8MQ03",0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Q14011",0,0,0,0,2,5,0,0,3,2,0,0,0,0
"O75390",0,0,0,7,0,4,0,4,0,0,0,3,0,0
"Q07065",0,0,1,0,0,2,10,6,14,33,36,22,25,0
"P09496",0,23,0,0,0,0,0,0,0,0,0,0,0,0
"P09497",0,23,0,0,0,0,0,0,0,0,0,0,0,0
"Q00610",0,0,29,54,147,211,208,258,312,273,210,56,31,30
"O00299",0,0,4,0,0,0,0,0,4,0,0,0,0,0
"P30622",0,0,0,0,15,0,0,0,0,0,0,0,0,0
"Q16740",0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Q9Y224",0,0,3,0,0,4,5,6,13,6,10,9,7,0
"Q15021",0,17,0,0,0,0,0,0,0,0,0,0,0,0
"Q9BPX3",0,11,2,0,0,0,0,0,0,0,0,0,0,0
"Q9NZN8",0,0,0,9,0,0,0,0,0,0,0,0,0,0
"Q9Y2B0",0,8,4,20,13,13,6,0,3,0,0,0,0,0
"Q9BT09",0,6,4,8,4,4,0,0,0,0,0,0,0,0
"P23528",0,9,6,15,17,20,6,11,12,16,7,9,10,0
"P53618",0,0,20,2,6,4,2,0,0,0,0,0,0,0
"P35606",0,0,17,2,0,0,0,0,0,0,0,0,0,0
"P48444",0,0,5,0,0,6,0,0,0,0,0,0,0,0
"O14579",0,0,0,16,4,0,0,0,0,0,0,0,0,0
"Q9Y678",0,0,46,2,4,0,0,0,0,0,0,0,0,0
"Q9UBF2",0,0,0,11,0,0,6,0,1,0,0,0,0,0
"P61923",0,0,2,0,0,0,2,0,0,0,0,0,0,0
"O75208",0,5,0,0,2,2,0,1,0,0,0,0,0,0
"Q9BR76",0,0,0,4,0,2,0,0,0,0,0,0,0,0
"P13073",0,0,0,0,0,6,0,0,0,7,4,0,0,0
"P20674",0,9,0,15,23,22,11,15,8,9,11,9,8,0
"P10606",0,0,0,0,0,5,0,0,1,0,0,0,0,0
"Q86YQ8",0,0,0,0,0,0,0,2,3,0,0,0,0,0
"P04632",0,4,0,10,2,3,0,0,0,0,0,0,0,0
"O43809",0,0,0,7,0,0,0,0,0,0,0,0,0,0
"Q8N684",0,0,0,9,1,0,0,0,0,0,0,0,0,0
"P50416",0,0,19,19,10,6,13,5,6,7,0,0,0,0
"Q969H8",0,0,0,0,0,4,0,0,0,0,0,0,0,0
"P19784",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Q9UNS2",0,11,8,0,0,0,0,0,0,0,0,0,0,0
"Q9BT78",0,1,8,10,4,4,0,2,0,0,0,0,0,0
"Q9UBW8",0,0,4,2,0,0,0,0,0,0,0,0,0,0
"Q99627",0,3,0,3,0,0,0,0,0,0,0,0,0,0
"Q6UVK1",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"P33240",0,11,0,12,0,0,0,0,0,0,0,0,0,0
"Q9NWU2",0,0,6,24,10,6,0,0,0,0,0,0,0,0
"Q13616",0,0,0,0,0,0,0,4,0,0,0,0,0,0
"Q13617",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Q13619",0,0,0,3,0,0,4,0,0,0,0,0,0,0
"Q13620",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"P78310",0,0,0,0,0,0,4,0,0,0,0,0,0,0
"Q9HB71",0,0,0,0,4,3,2,0,6,0,0,0,0,0
"P16989",0,20,8,28,25,17,16,13,13,20,31,20,21,15
"Q13409",0,0,22,0,0,0,0,0,0,0,0,0,0,0
"Q9Y6G9",0,0,40,3,15,9,0,3,1,0,0,0,0,0
"O43237",0,0,26,0,19,10,0,0,0,0,0,0,0,0
"Q9UJW0",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"Q16531",0,0,14,6,9,10,4,4,4,2,0,0,0,0
"Q96HY6",0,5,0,0,0,2,3,0,5,0,0,0,0,0
"Q92499",0,0,5,11,0,2,5,10,13,2,0,0,0,0
"Q9UHI6",0,0,0,0,0,0,0,2,2,1,0,4,7,0
"Q9NR30",0,0,0,0,0,0,0,0,2,0,7,8,7,0
"Q9BUQ8",0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Q9GZR7",0,0,0,0,0,0,0,4,0,0,0,0,0,0
"O00571",0,0,34,53,54,21,13,21,22,17,14,4,6,0
"P17844",0,0,0,0,0,0,0,10,9,24,24,16,12,0
"P26196",0,0,0,7,12,11,3,9,7,0,0,0,0,0
"Q9Y315",0,0,6,17,11,6,0,0,0,0,0,0,0,0
"P51659",0,0,0,0,2,0,6,5,3,0,0,0,0,0
"P00367",0,0,42,0,10,9,19,36,84,58,47,15,24,17
"P31040",0,3,2,3,4,0,8,0,0,0,0,0,0,0
"Q00796",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"O43143",0,0,0,0,0,0,8,3,4,0,0,0,0,0
"Q7L2E3",0,0,0,0,0,0,0,0,5,0,0,0,0,0
"Q9H2U1",0,0,0,0,0,0,0,0,9,9,9,6,3,0
"Q08211",0,0,0,0,0,0,8,11,21,19,19,0,0,0
"O60610",0,10,0,5,0,0,0,0,0,0,0,0,0,0
"Q9P265",0,0,0,7,2,2,1,0,0,0,0,0,0,0
"Q9UBS4",0,0,2,0,0,0,0,0,0,0,0,0,0,0
"O75165",0,0,0,3,0,0,22,27,42,15,2,0,0,0
"P09622",0,0,5,6,21,6,14,4,6,0,0,0,0,0
"Q9Y2H0",0,4,0,0,0,0,0,0,0,0,0,0,0,0
"P31689",0,0,28,21,14,9,1,0,0,0,0,0,0,0
"O60884",0,0,6,12,2,4,0,0,0,0,0,0,0,0
"Q96EY1",0,0,2,0,7,5,0,0,0,0,0,0,0,0
"Q13217",0,0,2,6,3,0,0,0,0,0,0,0,0,0
"O75937",0,0,0,3,1,0,0,0,0,0,0,0,0,0
"O00429",0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Q9BVM2",0,0,0,4,0,0,0,0,0,0,0,0,0,0
"P49005",0,0,0,0,1,7,0,0,2,3,0,0,0,0
"Q9C005",0,0,19,17,10,9,0,3,3,0,0,0,0,0
"Q9Y295",0,0,0,0,0,0,3,0,0,0,0,0,0,0
"Q6IAN0",0,0,0,0,0,0,3,0,4,0,0,0,0,0
"Q14126",0,13,0,3,7,6,3,7,9,0,0,0,0,0
"P55265",0,0,0,0,0,0,0,0,0,7,10,5,2,0
"Q9NX74",0,12,0,0,0,0,0,0,0,0,0,0,0,0
"Q96G46",0,0,0,1,5,5,4,2,0,0,0,0,0,0
"Q14204",0,0,635,327,244,178,34,24,19,9,0,0,0,0
"P63172",0,0,7,4,8,0,3,0,0,0,0,0,0,0
"P19525",0,0,0,4,6,10,11,11,13,2,0,0,0,0
"Q13011",0,0,0,0,2,4,0,6,6,9,6,6,7,0
"P40939",0,0,248,121,153,132,141,83,63,22,7,1,1,0
"P55084",0,0,31,63,61,48,31,11,6,4,0,0,0,0
"P30084",0,16,7,5,10,7,6,8,11,0,0,0,0,0
"O75521",0,0,0,0,0,0,0,0,0,0,1,2,6,0
"Q6P2E9",0,0,2,0,0,0,0,7,18,57,34,13,7,0
"P68104",0,8,59,121,69,80,29,22,26,17,0,0,0,0
"Q05639",0,0,2,4,0,0,0,0,0,0,0,0,0,0
"P24534",0,34,58,25,16,18,6,14,13,10,16,15,11,3
"P13639",0,20,53,36,80,71,106,135,151,113,74,62,52,31
"Q96RP9",0,0,0,5,3,3,0,0,0,0,0,0,0,0
"Q8IYU8",0,0,0,0,0,0,0,0,2,0,0,0,0,0
"P00533",0,0,0,2,4,7,5,11,6,0,0,0,0,0
"Q8N3D4",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"P49770",0,0,0,0,0,0,9,2,9,9,0,2,0,0
"P41214",0,0,0,0,0,0,4,0,0,0,0,0,0,0
"Q14152",0,0,0,0,88,132,121,71,71,47,28,34,18,6
"O15371",0,0,0,0,10,21,13,0,6,8,6,1,4,0
"P60228",0,0,0,0,10,48,20,48,24,14,0,0,0,0
"O75821",0,0,0,0,12,47,15,11,6,7,0,0,0,6
"Q13347",0,0,0,0,11,25,8,4,5,3,0,0,0,0
"O75822",0,0,0,3,17,30,9,1,0,0,0,0,0,0
"Q9UBQ5",0,0,0,0,0,15,3,0,0,0,3,5,0,0
"Q7L2H7",0,0,0,0,1,12,19,0,5,2,4,0,2,0
"Q15369",0,0,6,6,4,2,0,0,0,0,0,0,0,0
"O95163",0,0,15,5,0,0,0,0,0,0,0,0,0,0
"Q6IA86",0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Q9H9T3",0,0,15,11,0,0,0,0,0,0,0,0,0,0
"P06733",0,36,110,116,148,178,114,165,157,137,71,46,32,11
"P13929",0,0,0,0,3,0,0,0,0,0,0,0,0,0
"P14625",0,2,46,24,43,40,47,30,42,49,37,13,13,4
"P29317",0,0,0,0,0,0,0,5,0,0,0,0,0,0
"P58107",0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Q14677",0,0,0,0,0,0,0,0,17,42,46,12,6,2
"P62495",0,0,0,4,2,2,0,2,2,0,0,0,0,0
"O94905",0,0,0,0,0,0,15,13,17,35,15,10,10,1
"P30040",0,0,5,13,15,20,4,11,0,11,15,0,0,0
"P30042",0,0,0,0,4,2,3,0,0,0,0,0,0,0
"Q9H6S3",0,0,0,3,0,3,0,0,0,0,0,0,0,0
"P13804",0,0,4,11,15,18,15,17,13,7,0,0,0,0
"P38117",0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Q96KP1",0,0,0,0,0,0,5,0,2,0,0,0,0,0
"Q13868",0,0,0,3,2,0,9,0,0,0,0,0,0,0
"Q9NQT5",0,0,0,0,0,0,0,4,0,0,0,0,0,0
"Q5RKV6",0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Q01780",0,0,0,0,0,0,0,2,0,0,0,0,0,0
"P15311",0,0,7,0,7,7,3,9,8,11,4,0,0,0
"P50502",0,4,0,0,0,8,0,0,0,5,12,6,7,0
"Q9NZB2",0,0,0,0,0,0,0,0,0,24,29,22,21,0
"Q9GZU8",0,10,2,2,0,0,0,0,0,0,0,0,0,0
"Q9NSI2",0,0,0,0,16,6,0,0,0,0,0,0,0,0
"O60825",0,6,0,0,0,0,0,0,0,0,0,0,0,0
"Q641Q2",0,18,5,12,0,0,0,0,0,0,0,0,0,0
"Q5VSL9",0,0,0,6,15,6,0,0,0,0,0,0,0,0
"Q8NCA5",0,0,0,0,0,0,0,3,3,2,4,0,2,0
"Q8IVS2",0,0,0,5,0,0,0,0,0,0,0,0,0,0
"O75844",0,0,0,0,0,0,0,2,1,1,0,0,0,0
"Q96CS3",0,0,0,0,0,0,14,9,4,2,0,0,0,0
"Q6P587",0,0,0,0,0,0,0,4,0,0,0,0,0,0
"P49327",0,0,210,61,21,10,12,14,15,0,1,0,0,0
"P39748",0,0,8,8,6,0,3,0,0,0,0,0,0,0
"Q9Y613",0,8,0,0,0,0,0,2,0,0,0,0,0,0
"Q00688",0,0,4,19,3,0,0,0,0,0,0,0,0,0
"Q02790",0,0,6,2,5,5,2,0,0,0,0,0,1,0
"P21333",0,0,0,0,0,5,0,0,12,10,9,7,10,6
"O75369",0,0,0,0,0,0,0,0,0,0,0,0,6,0
"O75955",0,0,0,0,0,0,25,45,62,59,34,11,6,0
"Q05932",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"P85037",0,5,0,0,0,0,0,0,0,0,0,0,0,0
"P02794",0,5,32,30,36,18,0,0,0,0,0,0,0,0
"P07954",0,0,23,14,16,25,18,13,14,18,2,0,0,0
"P51114",0,0,0,10,12,6,0,0,1,0,0,0,0,0
"Q13283",0,0,6,12,26,28,28,22,33,38,61,56,49,24
"Q9UN86",0,0,0,0,2,0,2,0,0,0,9,0,6,0
"Q8TAE8",0,0,0,5,68,23,12,6,9,8,4,0,1,0
"P06744",0,2,33,31,31,31,30,28,35,12,2,0,0,0
"O14976",0,0,0,0,0,0,0,0,4,7,0,0,0,0
"Q10471",0,0,0,0,0,0,5,15,5,4,0,0,0,0
"Q9UBI6",0,0,0,4,4,7,9,8,8,0,0,0,0,0
"Q92616",0,4,35,6,10,0,22,5,3,0,0,0,0,0
"Q9BSJ2",0,0,0,0,2,0,0,0,0,0,0,0,0,0
"P31150",0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Q8TEQ6",0,0,0,0,4,4,7,9,12,0,0,0,0,0
"Q06210",0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Q14161",0,0,6,0,0,0,0,0,0,0,0,0,0,0
"P04062",0,0,4,0,0,0,0,2,0,0,0,0,0,0
"O94925",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"P14314",0,13,0,10,18,14,0,0,11,21,20,16,13,2
"P34896",0,0,11,5,7,10,16,12,12,0,0,0,0,0
"P34897",0,0,57,24,22,16,15,5,6,10,11,6,0,0
"P29992",0,0,0,3,0,0,0,0,0,0,0,0,0,0
"P04899",0,0,0,0,0,2,10,5,6,0,0,0,0,0
"P08754",0,0,0,0,0,0,3,0,0,2,0,0,0,0
"Q08378",0,2,0,7,0,0,0,0,0,0,0,0,0,0
"Q14789",0,0,2,0,0,0,2,0,0,0,0,0,0,0
"O00461",0,0,0,3,0,12,0,2,1,4,6,3,2,0
"Q9H8Y8",0,10,4,9,5,5,2,4,2,0,0,0,0,0
"O43292",0,0,0,0,0,0,3,2,0,0,0,0,0,0
"P35052",0,0,0,0,0,4,0,0,0,1,0,0,0,0
"Q92643",0,0,0,9,6,9,15,9,4,0,4,0,0,0
"Q92917",0,6,0,0,0,0,0,0,0,0,0,0,0,0
"Q3KR37",0,0,0,0,2,1,0,0,0,0,0,0,0,0
"P38646",0,34,127,96,127,125,95,85,141,87,65,48,49,18
"Q9BQ67",0,0,0,0,0,0,6,0,0,0,0,0,0,0
"Q14687",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"P48637",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Q8NBJ5",0,8,14,5,6,2,7,0,0,4,1,0,0,0
"P78347",0,0,11,24,28,31,0,10,0,0,0,0,0,0
"P49915",0,0,2,0,0,3,0,0,0,0,0,0,0,0
"P13807",0,0,0,0,0,0,0,10,92,108,77,19,7,10
"P62805",0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Q9UJ83",0,0,0,0,0,0,0,2,2,0,0,0,0,0
"Q13442",0,0,0,5,0,0,0,0,0,0,0,0,0,0
"O14929",0,0,0,0,0,0,6,0,0,0,0,0,0,0
"Q99714",0,6,17,21,30,16,37,26,27,39,6,5,0,0
"P51610",0,4,0,0,0,0,0,0,0,0,0,0,0,0
"P51858",0,0,11,27,22,29,8,5,5,0,0,0,0,0
"O95714",0,0,0,0,0,4,0,0,4,3,0,0,0,0
"O94992",0,3,1,0,0,0,0,0,0,0,0,0,0,0
"P09429",0,0,0,9,7,6,4,0,0,0,0,0,0,0
"O15347",0,7,0,2,0,0,0,0,0,0,0,0,0,0
"Q9H910",0,18,0,0,0,0,0,0,0,0,0,0,0,0
"O14979",0,0,2,26,32,24,0,0,5,0,0,0,0,0
"P31942",0,4,2,9,9,2,2,0,0,0,0,0,0,0
"Q9BUJ2",0,0,15,0,12,0,0,2,2,0,0,0,0,0
"Q1KMD3",0,0,0,0,7,7,4,4,5,13,5,2,0,0
"Q14103",0,0,15,39,24,39,9,14,20,17,14,12,8,9
"P52597",0,0,0,0,6,5,8,5,8,0,0,0,0,0
"P38159",0,0,0,0,0,8,0,4,10,15,15,18,20,10
"P14866",0,0,8,15,14,17,8,5,4,0,0,0,0,0
"P52272",0,14,0,0,7,14,30,40,41,51,40,23,14,0
"O60506",0,0,11,37,69,58,53,56,83,100,72,80,44,19
"O43390",0,0,0,8,16,24,16,28,44,27,29,18,15,1
"Q00839",0,18,19,77,144,121,84,132,150,136,129,86,52,43
"Q9NSC5",0,0,0,5,0,0,0,0,0,0,0,0,0,0
"Q86VS8",0,0,0,0,2,0,0,0,0,0,0,0,0,0
"P37235",0,0,0,4,0,0,0,0,0,0,0,0,0,0
"Q92598",0,0,6,0,0,0,0,0,0,1,0,0,0,0
"O95757",0,4,0,0,0,0,0,0,0,0,0,0,0,0
"P08238",0,29,106,54,76,72,56,52,75,57,47,32,29,26
"Q6YN16",0,0,0,0,0,0,1,0,3,0,0,0,0,0
"P08107",0,2,63,69,65,57,32,42,41,42,26,17,16,9
"P54652",0,0,110,45,49,39,41,26,39,36,24,14,0,0
"P34932",0,0,47,19,29,9,18,4,7,4,0,0,0,0
